period,stateid,stateDescription,fuelid,fuelDescription,co2-rate-lbs-mwh,co2-thousand-metric-tons,nox-rate-lbs-mwh,nox-short-tons,so2-rate-lbs-mwh,so2-short-tons,co2-rate-lbs-mwh-units,co2-thousand-metric-tons-units,nox-rate-lbs-mwh-units,nox-short-tons-units,so2-rate-lbs-mwh-units,so2-short-tons-units
2017,RI,Rhode Island,ALL,Total,861,2981,.5,1991,0,85,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,RI,Rhode Island,PET,Petroleum,,43,,64,,74,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,RI,Rhode Island,OTH,Other,,0,,147,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,RI,Rhode Island,NG,Natural Gas,,2938,,1780,,10,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,PA,Pennsylvania,ALL,Total,816,79252,.5,54536,.7,75155,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,PA,Pennsylvania,PET,Petroleum,,414,,618,,614,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,PA,Pennsylvania,OTH,Other,,1369,,14195,,4313,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,PA,Pennsylvania,NG,Natural Gas,,30247,,10285,,147,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,PA,Pennsylvania,COL,Coal,,47221,,29438,,70081,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,OR,Oregon,ALL,Total,280,7991,.4,13425,.2,7754,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,OR,Oregon,PET,Petroleum,,8,,4,,11,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,OR,Oregon,OTH,Other,,70,,6079,,4428,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,OR,Oregon,NG,Natural Gas,,6186,,5508,,48,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,OR,Oregon,COL,Coal,,1727,,1834,,3267,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,OK,Oklahoma,OTH,Other,,199,,1301,,327,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,OK,Oklahoma,NG,Natural Gas,,13164,,9104,,68,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,OK,Oklahoma,COL,Coal,,18955,,15913,,43453,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,OK,Oklahoma,ALL,Total,965,32330,.7,26338,1.2,43873,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,OK,Oklahoma,PET,Petroleum,,13,,20,,25,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,UT,Utah,ALL,Total,1629,27698,1.9,35008,.6,11036,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,UT,Utah,PET,Petroleum,,28,,17,,2,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,UT,Utah,OTH,Other,,31,,1497,,34,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,US,United States,ALL,Total,1008,1849750,.8,1646239,.9,1762946,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,US,United States,PET,Petroleum,,23400,,40622,,76344,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,US,United States,OTH,Other,,14297,,276353,,254625,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,US,United States,NG,Natural Gas,,585493,,396185,,4050,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,US,United States,COL,Coal,,1226560,,933079,,1427927,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NV,Nevada,ALL,Total,758,13167,.5,9634,.1,1963,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NV,Nevada,PET,Petroleum,,8,,4,,5,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NV,Nevada,OTH,Other,,87,,388,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NV,Nevada,NG,Natural Gas,,11008,,7340,,59,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NV,Nevada,COL,Coal,,2065,,1902,,1899,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NM,New Mexico,COL,Coal,,18712,,34541,,9020,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NM,New Mexico,ALL,Total,1506,23000,2.3,38294,.5,9041,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NM,New Mexico,PET,Petroleum,,33,,12,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NM,New Mexico,OTH,Other,,0,,295,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NM,New Mexico,NG,Natural Gas,,4254,,3446,,17,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NJ,New Jersey,ALL,Total,527,18136,.3,10748,.1,3148,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NJ,New Jersey,PET,Petroleum,,89,,105,,811,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NJ,New Jersey,OTH,Other,,906,,5534,,646,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NJ,New Jersey,NG,Natural Gas,,15602,,3980,,58,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NJ,New Jersey,COL,Coal,,1538,,1129,,1633,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NH,New Hampshire,ALL,Total,249,1976,.2,2174,.1,857,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NH,New Hampshire,PET,Petroleum,,109,,145,,299,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NH,New Hampshire,OTH,Other,,85,,1342,,235,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NH,New Hampshire,NG,Natural Gas,,1445,,227,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NH,New Hampshire,COL,Coal,,337,,460,,317,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NE,Nebraska,ALL,Total,1385,22290,1.3,22209,2.9,51358,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NE,Nebraska,PET,Petroleum,,7,,49,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NE,Nebraska,OTH,Other,,0,,1206,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NE,Nebraska,NG,Natural Gas,,350,,467,,2,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NE,Nebraska,COL,Coal,,21934,,20487,,51349,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,ND,North Dakota,OTH,Other,,7,,426,,3,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,ND,North Dakota,NG,Natural Gas,,451,,279,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,ND,North Dakota,ALL,Total,1592,30043,1.7,34754,2,41320,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,ND,North Dakota,PET,Petroleum,,32,,17,,14,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,ND,North Dakota,COL,Coal,,29553,,34032,,41302,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,OH,Ohio,ALL,Total,1455,79917,1.2,72085,2,120101,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,OH,Ohio,PET,Petroleum,,2024,,3129,,26454,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,OH,Ohio,OTH,Other,,31,,11281,,2233,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,OH,Ohio,NG,Natural Gas,,12385,,3506,,64,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,OH,Ohio,COL,Coal,,65477,,54169,,91350,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NY,New York,ALL,Total,440,25584,.5,31408,.3,16701,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NY,New York,PET,Petroleum,,571,,848,,1378,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NY,New York,OTH,Other,,1696,,15773,,5880,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NY,New York,NG,Natural Gas,,22256,,12768,,102,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NY,New York,COL,Coal,,1061,,2019,,9341,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MS,Mississippi,ALL,Total,890,24151,.5,15835,.4,12326,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MS,Mississippi,PET,Petroleum,,15,,19,,11,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MS,Mississippi,OTH,Other,,6,,2621,,9746,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MS,Mississippi,NG,Natural Gas,,19022,,10037,,118,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MS,Mississippi,COL,Coal,,5108,,3158,,2451,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MO,Missouri,ALL,Total,1785,68645,1.2,52184,2.5,107624,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MO,Missouri,PET,Petroleum,,56,,174,,45,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MO,Missouri,OTH,Other,,3,,1021,,25,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MO,Missouri,NG,Natural Gas,,2747,,2038,,9,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MO,Missouri,COL,Coal,,65838,,48951,,107545,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MN,Minnesota,ALL,Total,1061,28344,.9,27852,.8,23754,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MN,Minnesota,PET,Petroleum,,34,,122,,24,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MN,Minnesota,OTH,Other,,548,,6370,,5426,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MN,Minnesota,NG,Natural Gas,,3156,,2218,,14,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MN,Minnesota,COL,Coal,,24606,,19142,,18290,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MI,Michigan,COL,Coal,,42524,,31168,,65244,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MI,Michigan,ALL,Total,1144,58414,1,55504,1.5,83666,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MI,Michigan,PET,Petroleum,,1775,,1339,,9998,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MI,Michigan,OTH,Other,,617,,13657,,8120,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MI,Michigan,NG,Natural Gas,,13499,,9340,,304,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,ME,Maine,ALL,Total,410,2098,1.2,6686,1.2,6601,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,ME,Maine,PET,Petroleum,,170,,194,,659,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,ME,Maine,OTH,Other,,640,,5697,,5719,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,ME,Maine,NG,Natural Gas,,1091,,556,,5,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,ME,Maine,COL,Coal,,197,,239,,218,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MD,Maryland,ALL,Total,863,13379,.7,11766,1,17128,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MD,Maryland,PET,Petroleum,,119,,262,,149,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MD,Maryland,OTH,Other,,555,,4110,,2236,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MD,Maryland,NG,Natural Gas,,3465,,3149,,16,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MD,Maryland,COL,Coal,,9240,,4245,,14727,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MA,Massachusetts,ALL,Total,846,12384,.6,9875,.2,3151,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MA,Massachusetts,PET,Petroleum,,243,,248,,607,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MA,Massachusetts,OTH,Other,,1302,,5109,,1954,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MA,Massachusetts,NG,Natural Gas,,9691,,3933,,39,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MA,Massachusetts,COL,Coal,,1148,,585,,551,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NC,North Carolina,ALL,Total,834,48705,.8,54236,.7,43365,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NC,North Carolina,PET,Petroleum,,236,,1248,,416,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NC,North Carolina,OTH,Other,,423,,10748,,19610,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NC,North Carolina,NG,Natural Gas,,15647,,12940,,76,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,NC,North Carolina,COL,Coal,,32398,,29300,,23263,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MT,Montana,ALL,Total,1240,15911,1.2,16705,.9,12893,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MT,Montana,PET,Petroleum,,830,,701,,3273,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MT,Montana,OTH,Other,,0,,1081,,10,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MT,Montana,NG,Natural Gas,,285,,1498,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,MT,Montana,COL,Coal,,14797,,13425,,9609,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AR,Arkansas,OTH,Other,,13,,4725,,12945,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AR,Arkansas,NG,Natural Gas,,7557,,2922,,41,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AR,Arkansas,COL,Coal,,25709,,26500,,48483,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AL,Alabama,ALL,Total,836,53192,.5,32137,.6,39321,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AL,Alabama,PET,Petroleum,,49,,47,,122,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AL,Alabama,OTH,Other,,0,,7657,,27456,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AL,Alabama,NG,Natural Gas,,22732,,8862,,139,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AL,Alabama,COL,Coal,,30411,,15571,,11604,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AK,Alaska,ALL,Total,1196,3532,7.1,23003,.9,2815,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AK,Alaska,PET,Petroleum,,708,,7460,,1294,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AK,Alaska,OTH,Other,,0,,509,,10,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AK,Alaska,NG,Natural Gas,,1580,,12518,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AK,Alaska,COL,Coal,,1244,,2516,,1503,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,DC,District of Columbia,ALL,Total,1216,37,9.8,326,0,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,DC,District of Columbia,OTH,Other,,0,,214,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,DC,District of Columbia,NG,Natural Gas,,37,,112,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,CT,Connecticut,ALL,Total,501,7874,.4,6591,0,735,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,CT,Connecticut,PET,Petroleum,,157,,369,,236,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,CT,Connecticut,OTH,Other,,843,,2825,,249,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,CT,Connecticut,NG,Natural Gas,,6630,,3226,,23,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,CT,Connecticut,COL,Coal,,244,,171,,227,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,CO,Colorado,ALL,Total,1459,35720,1,27432,.6,15542,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,CO,Colorado,PET,Petroleum,,9,,30,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,CO,Colorado,OTH,Other,,0,,995,,11,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,CO,Colorado,NG,Natural Gas,,5634,,3103,,32,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,CO,Colorado,COL,Coal,,30076,,23304,,15492,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,CA,California,ALL,Total,474,44433,.7,75547,0,1471,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,CA,California,PET,Petroleum,,42,,601,,74,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,CA,California,OTH,Other,,604,,24257,,822,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,CA,California,NG,Natural Gas,,42445,,49830,,220,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,CA,California,COL,Coal,,1343,,859,,355,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AZ,Arizona,ALL,Total,909,43739,.7,38631,.3,13358,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AZ,Arizona,PET,Petroleum,,44,,27,,15,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AZ,Arizona,OTH,Other,,0,,689,,22,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AZ,Arizona,NG,Natural Gas,,12436,,7298,,93,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AZ,Arizona,COL,Coal,,31259,,30617,,13228,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,AR,Arkansas,ALL,Total,1206,33322,1.1,34166,2,61515,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,AZ,Arizona,COL,Coal,,30366,,30261,,12800,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WY,Wyoming,ALL,Total,2083,44172,1.8,43067,1.7,38756,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WY,Wyoming,PET,Petroleum,,80,,39,,103,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WY,Wyoming,OTH,Other,,0,,3233,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WY,Wyoming,NG,Natural Gas,,743,,2014,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WY,Wyoming,COL,Coal,,43349,,37781,,38641,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WV,West Virginia,ALL,Total,1984,68473,1.4,52370,1.2,45789,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WV,West Virginia,PET,Petroleum,,91,,33,,5,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WV,West Virginia,OTH,Other,,0,,135,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WV,West Virginia,NG,Natural Gas,,827,,1243,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WV,West Virginia,COL,Coal,,67555,,50959,,45783,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WI,Wisconsin,ALL,Total,1385,40914,1,31068,1,30867,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WI,Wisconsin,PET,Petroleum,,270,,435,,1402,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WI,Wisconsin,OTH,Other,,39,,9454,,5256,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WI,Wisconsin,NG,Natural Gas,,7236,,4244,,36,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WI,Wisconsin,COL,Coal,,33370,,16935,,24173,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WA,Washington,ALL,Total,197,10229,.3,14781,.2,12099,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WA,Washington,PET,Petroleum,,73,,120,,160,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WA,Washington,OTH,Other,,110,,6394,,9961,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WA,Washington,NG,Natural Gas,,5073,,2956,,34,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,WA,Washington,COL,Coal,,4973,,5311,,1944,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,VT,Vermont,PET,Petroleum,,7,,38,,15,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,VT,Vermont,OTH,Other,,0,,590,,39,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,VT,Vermont,NG,Natural Gas,,5,,10,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,VT,Vermont,ALL,Total,13,12,.7,638,.1,54,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,VA,Virginia,ALL,Total,869,36566,.8,34897,.6,29379,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,VA,Virginia,PET,Petroleum,,458,,1111,,1085,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,VA,Virginia,OTH,Other,,822,,12166,,11313,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2016,VA,Virginia,NG,Natural Gas,,17701,,5844,,165,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
